# Official VTank GameInfoDB CraftInteractions: item1<TAB>item2<TAB>result<TAB>count<TAB>skill<TAB>difficulty<TAB>id
Treated Turpeth and Frankincense Crucible	Powdered Carnelian	Gem of Greater Fire Protection	0	38	0	260
Treated Cobalt and Frankincense Crucible	Powdered Agate	Gem of Greater Lightning Protection	0	38	0	261
Treated Vitriol and Frankincense Crucible	Powdered Bloodstone	Gem of Greater Regeneration	0	38	0	262
Treated Cinnabar and Frankincense Crucible	Powdered Amber	Gem of Greater Rejuvenation	0	38	0	263
Treated Gypsum and Frankincense Crucible	Powdered Lapis Lazuli	Gem of Greater Mana Renewal	0	38	0	264
Concentrated Health Infusion	Concentrated Aqua Incanta	Concentrated Health Oil	0	38	0	265
Concentrated Mana Infusion	Concentrated Aqua Incanta	Concentrated Mana Oil	0	38	0	266
Concentrated Victual Infusion	Concentrated Aqua Incanta	Concentrated Victual Oil	0	38	0	267
Eye Dropper	Concentrated Health Oil	Health Oil	0	38	0	268
Eye Dropper	Concentrated Mana Oil	Mana Oil	0	38	0	269
Eye Dropper	Concentrated Victual Oil	Victual Oil	0	38	0	270
Concentrated Bloodseeker Infusion	Concentrated Aqua Incanta	Concentrated Bloodseeker Oil	0	38	0	271
Concentrated Bloodhunter Infusion	Concentrated Aqua Incanta	Concentrated Bloodhunter Oil	0	38	0	272
Concentrated Fire Infusion	Concentrated Aqua Incanta	Concentrated Fire Oil	0	38	0	273
Concentrated Frost Infusion	Concentrated Aqua Incanta	Concentrated Frost Oil	0	38	0	274
Concentrated Acid Infusion	Concentrated Aqua Incanta	Concentrated Acid Oil	0	38	0	275
Concentrated Lightning Infusion	Concentrated Aqua Incanta	Concentrated Lightning Oil	0	38	0	276
Bloodhunter Infusion	Aqua Incanta	Bloodhunter Oil	0	38	0	277
Bloodseeker Infusion	Aqua Incanta	Bloodseeker Oil	0	38	0	278
Lightning Infusion	Aqua Incanta	Lightning Oil	0	38	0	279
Fire Infusion	Aqua Incanta	Fire Oil	0	38	0	280
Acid Infusion	Aqua Incanta	Acid Oil	0	38	0	281
Frost Infusion	Aqua Incanta	Frost Oil	0	38	0	282
Wrapped Bundle of Deadly Acid Arrowheads	Wrapped Bundle of Arrowshafts	Deadly Acid Arrow	0	37	0	283
Wrapped Bundle of Deadly Blunt Arrowheads	Wrapped Bundle of Arrowshafts	Deadly Blunt Arrow	0	37	0	284
Bundle of Deadly Arrowheads	Bundle of Arrowshafts	Deadly Arrow	0	37	0	285
Wrapped Bundle of Greater Blunt Arrowheads	Bundle of Arrowshafts	Greater Blunt Arrow	0	37	0	286
Wrapped Bundle of Greater Frog Crotch Arrowheads	Bundle of Arrowshafts	Greater Frog Crotch Arrow	0	37	0	287
Baking Pan	Dough	Bread	0	39	0	288
Carving Knife	Cabbage	Coleslaw	0	39	0	289
Frying Pan	Dough	Flat Bread	0	39	0	290
Frying Pan	Brimstone-cap Mushroom	Fried Mushroom	0	39	0	291
Brine	Egg	Pickled Egg	0	39	0	292
Brine	Fish Filet	Pickled Fish	0	39	0	293
Rich Carrot Stock	Cheese	Carol's Carrot Soup	0	39	0	294
Cubed Carrot Cake	Milk	Carrot Cake Soup	0	39	0	295
Cooking Pot	Spiced Pumpkin	Pumpkin Soup	0	39	0	296
Uncooked Rice	Grapes	Stuffed Grape Leaf	0	39	0	297
Baking Pan	Cheese Filled Mushroom	Stuffed Mushroom	0	0	0	298
Uncooked Rice	Fish Filet	Sushi	0	39	0	299
Rat Tail	Ground Rabbit	Rabbit Sausage	0	39	0	300
Rat Tail	Ground Meat	Sausage	0	39	0	301
Hot Sauce	Sausage	Spicy Sausage	0	39	0	302
Metal Press	Apple	Apple Juice	0	39	0	303
Bitter Milk	Honey	Chocolate Milk	0	39	0	304
Crushed Ice	Milk	Cold Milk	0	39	0	305
Egg	Spiced Milk	Eggnog	0	39	0	306
Sweetened Hot Milk	Cocoa Powder	Hot Chocolate	0	39	0	307
Crushed Ice	Mocha	Iced Mocha	0	39	0	308
Mocha Base	Milk	Mocha	0	39	0	309
Peppermint Stick	Hot Chocolate	Peppermint Hot Chocolate	0	0	0	310
Crushed Ice	Rich Mocha	Rich Iced Mocha	0	39	0	311
Cinnamon	Mocha	Rich Mocha	0	39	0	312
Slice of Bread	Cheese	Cheese Sandwich	0	39	0	313
Slice of Bread	Chicken	Chicken Sandwich	0	39	0	314
Ravener Gut	Ground Meat	Drudge Gut Sausage	0	39	0	315
Slice of Bread	Egg	Egg Sandwich	0	39	0	316
Slice of Bread	Fish	Fish Sandwich	0	39	0	317
Frying Pan	Cheese Sandwich	Grilled Cheese Sandwich	0	39	0	318
Ground Meat	Bread	Holtburger	0	39	0	319
Dough	Apple	Apple Pie	0	39	0	320
Heavy Grinder	Apple	Applesauce	0	39	0	321
Baking Pan	Cake Batter	Cake	0	39	0	322
Monougat	Apple	Candied Apple	0	39	0	323
Baking Pan	Carrot Cake Batter	Carrot Cake	0	39	0	324
Baking Pan	Chocolate Cake Batter	Chocolate Cake	0	39	0	325
Baking Pan	Chocolate Cookie Dough	Chocolate Cookie	0	39	0	326
Chocolate Liquor	Ice Cream	Chocolate Ice Cream	0	39	0	327
Baking Pan	Cookie Dough	Cookie	0	39	0	328
Cocoa Mixture	Honey	Bar Dark Chocolate	0	39	0	329
Monougat	Bar Dark Chocolate	Dark Chocolate Candy Bar	0	39	0	330
Baking Pan	Fruitcake Batter	Fruitcake	0	39	0	331
Baking Pan	Ginger Dough	Ginger Bread	0	39	0	332
Frozen Green Tea	Honey	Green Tea Ice Cream	0	39	0	333
Frozen Cream	Honey	Ice Cream	0	39	0	334
Milky Cocoa Mixture	Honey	Bar Milk Chocolate	0	39	0	335
Monougat	Bar Milk Chocolate	Milk Chocolate Candy Bar	0	39	0	336
Baking Pan	Peppermint Chocolate Cookie Dough	Peppermint Chocolate Cookie	0	39	0	337
Baking Pan	Peppermint Cookie Dough	Peppermint Cookie	0	39	0	338
Peppermint Stick	Ice Cream	Peppermint Ice Cream	0	39	0	339
Monougat	Peppermint Stick	Peppermint Monougat Chew	0	39	0	340
Pumpkin Pie Filling	Dough	Pumpkin Pie	0	39	0	341
Dough	Spiced Apple Filling	Spiced Apple Pie	0	39	0	342
Cinnamon	Applesauce	Spiced Applesauce	0	39	0	343
Raw Noodles	Cheese	Cragstone Farms Mac and Cheese	0	39	0	344
Raw Egg Noodles	Ground Beef	Cragstonanoff	0	39	0	345
Rice Dough	Chicken	Chicken Dumpling	0	39	0	346
Rice Dough	Fish	Fish Dumpling	0	39	0	347
Frying Pan	Chicken Piece	Fried Chicken	0	39	0	348
Frying Pan	Egg	Fried Egg	0	39	0	349
Frying Pan	Fish Filet	Fried Fish	0	39	0	350
Frying Pan	Rabbit Piece	Fried Rabbit	0	39	0	351
Frying Pan	Steak	Fried Steak	0	39	0	352
Skewer	Steak	Beef Kebob	0	39	0	353
Skewer	Chicken Piece	Chicken Kebob	0	39	0	354
Skewer	Fish Filet	Fish Kebob	0	39	0	355
Skewer	Brimstone-cap Mushroom	Mushroom Kebob	0	39	0	356
Skewer	Rabbit Piece	Rabbit Kebob	0	39	0	357
Brine	Cabbage	Kimchi	0	39	0	358
Hot Sauce	Kimchi	Hot Kimchi	0	39	0	359
Fire Oil	Hot Kimchi	Flaming Kimchi	0	39	0	360
Raw Noodles	Steak	Beef Noodle	0	39	0	361
Raw Noodles	Chicken Piece	Chicken Noodle	0	39	0	362
Raw Noodles	Fish Filet	Fish Noodle	0	39	0	363
Raw Noodles	Brimstone-cap Mushroom	Mushroom Noodle	0	39	0	364
Raw Noodles	Rabbit Piece	Rabbit Noodle	0	39	0	365
Dough	Chicken Piece	Chicken Pie	0	39	0	366
Dough	Fish Filet	Fish Pie	0	39	0	367
Dough	Steak	Meat Pie	0	39	0	368
Dough	Brimstone-cap Mushroom	Mushroom Pie	0	39	0	369
Dough	Rabbit Piece	Rabbit Pie	0	39	0	370
Cooking Pot	Uncooked Rice	Bowl of Rice	0	39	0	371
Uncooked Rice	Steak	Beef Rice	0	39	0	372
Uncooked Rice	Chicken Piece	Chicken Rice	0	39	0	373
Uncooked Rice	Brimstone-cap Mushroom	Mushroom Rice	0	39	0	374
Uncooked Rice	Rabbit Piece	Rabbit Rice	0	39	0	375
Cooking Pot	Steak	Beef Stew	0	39	0	376
Cooking Pot	Chicken Piece	Chicken Stew	0	39	0	377
Cooking Pot	Fish Filet	Fish Stew	0	39	0	378
Cooking Pot	Brimstone-cap Mushroom	Mushroom Stew	0	39	0	379
Cooking Pot	Rabbit Piece	Rabbit Stew	0	39	0	380
Batter	Bread	Viamont Toast	0	39	0	381
Oregano	Pizza	Famous Pizza	0	39	0	382
Dough	Cheese	Pizza	0	39	0	383
Health Oil	Cake	Healing Cake	0	39	0	384
Health Oil	Carrot Cake	Healing Carrot Cake	0	39	0	385
Health Oil	Pizza	Healing Pizza	0	39	0	386
Health Oil	Famous Pizza	Healing Famous Pizza	0	39	0	387
Health Oil	Applesauce	Healing Applesauce	0	39	0	388
Health Oil	Spiced Applesauce	Healing Spiced Applesauce	0	39	0	389
Health Oil	Meat Pie	Healing Meat Pie	0	39	0	390
Health Oil	Fish Pie	Healing Fish Pie	0	39	0	391
Health Oil	Chicken Pie	Healing Chicken Pie	0	39	0	392
Health Oil	Rabbit Pie	Healing Rabbit Pie	0	39	0	393
Health Oil	Mushroom Pie	Healing Mushroom Pie	0	39	0	394
Health Oil	Apple Pie	Healing Apple Pie	0	39	0	395
Health Oil	Spiced Apple Pie	Healing Spiced Apple Pie	0	39	0	396
Health Oil	Beef Stew	Healing Beef Stew	0	39	0	397
Health Oil	Fish Stew	Healing Fish Stew	0	39	0	398
Health Oil	Chicken Stew	Healing Chicken Stew	0	39	0	399
Health Oil	Rabbit Stew	Healing Rabbit Stew	0	39	0	400
Health Oil	Mushroom Stew	Healing Mushroom Stew	0	39	0	401
Health Oil	Carrot Soup	Healing Carrot Soup	0	39	0	402
Health Oil	Beef Noodle	Healing Beef Noodle	0	39	0	403
Health Oil	Fish Noodle	Healing Fish Noodle	0	39	0	404
Health Oil	Chicken Noodle	Healing Chicken Noodle	0	39	0	405
Health Oil	Rabbit Noodle	Healing Rabbit Noodle	0	39	0	406
Health Oil	Mushroom Noodle	Healing Mushroom Noodle	0	39	0	407
Health Oil	Ice Cream	Healing Icecream	0	39	0	408
Health Oil	Green Tea Ice Cream	Healing Green Tea Ice Cream	0	39	0	409
Health Oil	Holtburger	Healing Holtburger	0	39	0	410
Health Oil	Hot Kimchi	Healing Hot Kimchi	0	39	0	411
Victual Oil	Cake	Hearty Cake	0	39	0	412
Victual Oil	Carrot Cake	Hearty Carrot Cake	0	39	0	413
Victual Oil	Pizza	Hearty Pizza	0	39	0	414
Victual Oil	Famous Pizza	Hearty Famous Pizza	0	39	0	415
Victual Oil	Applesauce	Hearty Applesauce	0	39	0	416
Victual Oil	Spiced Applesauce	Hearty Spiced Applesauce	0	39	0	417
Victual Oil	Meat Pie	Hearty Meat Pie	0	39	0	418
Victual Oil	Fish Pie	Hearty Fish Pie	0	39	0	419
Victual Oil	Chicken Pie	Hearty Chicken Pie	0	39	0	420
Victual Oil	Rabbit Pie	Hearty Rabbit Pie	0	39	0	421
Victual Oil	Mushroom Pie	Hearty Mushroom Pie	0	39	0	422
Victual Oil	Apple Pie	Hearty Apple Pie	0	39	0	423
Victual Oil	Spiced Apple Pie	Hearty Spiced Apple Pie	0	39	0	424
Victual Oil	Beef Stew	Hearty Beef Stew	0	39	0	425
Victual Oil	Fish Stew	Hearty Fish Stew	0	39	0	426
Victual Oil	Chicken Stew	Hearty Chicken Stew	0	39	0	427
Victual Oil	Rabbit Stew	Hearty Rabbit Stew	0	39	0	428
Victual Oil	Mushroom Stew	Hearty Mushroom Stew	0	39	0	429
Victual Oil	Carrot Soup	Hearty Carrot Soup	0	39	0	430
Victual Oil	Beef Noodle	Hearty Beef Noodle	0	39	0	431
Victual Oil	Fish Noodle	Hearty Fish Noodle	0	39	0	432
Victual Oil	Chicken Noodle	Hearty Chicken Noodle	0	39	0	433
Victual Oil	Rabbit Noodle	Hearty Rabbit Noodle	0	39	0	434
Victual Oil	Mushroom Noodle	Hearty Mushroom Noodle	0	39	0	435
Victual Oil	Ice Cream	Hearty Icecream	0	39	0	436
Victual Oil	Green Tea Ice Cream	Hearty Green Tea Ice Cream	0	39	0	437
Victual Oil	Holtburger	Hearty Holtburger	0	39	0	438
Victual Oil	Hot Kimchi	Hearty Hot Kimchi	0	39	0	439
Mana Oil	Cake	Mana Cake	0	39	0	440
Mana Oil	Carrot Cake	Mana Carrot Cake	0	39	0	441
Mana Oil	Pizza	Mana Pizza	0	39	0	442
Mana Oil	Famous Pizza	Mana Famous Pizza	0	39	0	443
Mana Oil	Applesauce	Mana Applesauce	0	39	0	444
Mana Oil	Spiced Applesauce	Mana Spiced Applesauce	0	39	0	445
Mana Oil	Meat Pie	Mana Meat Pie	0	39	0	446
Mana Oil	Fish Pie	Mana Fish Pie	0	39	0	447
Mana Oil	Chicken Pie	Mana Chicken Pie	0	39	0	448
Mana Oil	Rabbit Pie	Mana Rabbit Pie	0	39	0	449
Mana Oil	Mushroom Pie	Mana Mushroom Pie	0	39	0	450
Mana Oil	Apple Pie	Mana Apple Pie	0	39	0	451
Mana Oil	Spiced Apple Pie	Mana Spiced Apple Pie	0	39	0	452
Mana Oil	Beef Stew	Mana Beef Stew	0	39	0	453
Mana Oil	Fish Stew	Mana Fish Stew	0	39	0	454
Mana Oil	Chicken Stew	Mana Chicken Stew	0	39	0	455
Mana Oil	Rabbit Stew	Mana Rabbit Stew	0	39	0	456
Mana Oil	Mushroom Stew	Mana Mushroom Stew	0	39	0	457
Mana Oil	Carrot Soup	Mana Carrot Soup	0	39	0	458
Mana Oil	Beef Noodle	Mana Beef Noodle	0	39	0	459
Mana Oil	Fish Noodle	Mana Fish Noodle	0	39	0	460
Mana Oil	Chicken Noodle	Mana Chicken Noodle	0	39	0	461
Mana Oil	Rabbit Noodle	Mana Rabbit Noodle	0	39	0	462
Mana Oil	Mushroom Noodle	Mana Mushroom Noodle	0	39	0	463
Mana Oil	Ice Cream	Mana Icecream	0	39	0	464
Mana Oil	Green Tea Ice Cream	Mana Green Tea Ice Cream	0	39	0	465
Mana Oil	Holtburger	Mana Holtburger	0	39	0	466
Mana Oil	Hot Kimchi	Mana Hot Kimchi	0	39	0	467
Bloodhunter Oil	Bundle of Greater Acid Arrowheads	Bundle of Deadly Acid Arrowheads	0	37	0	468
Bloodhunter Oil	Bundle of Greater Arrowheads	Bundle of Deadly Arrowheads	0	37	0	469
Bloodhunter Oil	Bundle of Greater Blunt Arrowheads	Bundle of Deadly Blunt Arrowheads	0	37	0	470
Bloodhunter Oil	Bundle of Greater Frog Crotch Arrowheads	Bundle of Deadly Frog Crotch Arrowheads	0	37	0	471
Concentrated Fire Oil	Wrapped Bundle of Arrowheads	Wrapped Bundle of Fire Arrowheads	0	37	0	472
Concentrated Frost Oil	Wrapped Bundle of Arrowheads	Wrapped Bundle of Frost Arrowheads	0	37	0	473
Concentrated Acid Oil	Wrapped Bundle of Arrowheads	Wrapped Bundle of Acid Arrowheads	0	37	0	474
Concentrated Lightning Oil	Wrapped Bundle of Arrowheads	Wrapped Bundle of Lightning Arrowheads	0	37	0	475
Lightning Oil	Bundle of Arrowheads	Bundle of Lightning Arrowheads	0	37	0	476
Fire Oil	Bundle of Arrowheads	Bundle of Fire Arrowheads	0	37	0	477
Frost Oil	Bundle of Arrowheads	Bundle of Frost Arrowheads	0	37	0	478
Acid Oil	Bundle of Arrowheads	Bundle of Acid Arrowheads	0	37	0	479
Bloodseeker Oil	Bundle of Blunt Arrowheads	Bundle of Greater Blunt Arrowheads	0	37	0	480
Bloodseeker Oil	Bundle of Frog Crotch Arrowheads	Bundle of Greater Frog Crotch Arrowheads	0	37	0	481
Bloodseeker Oil	Bundle of Arrowheads	Bundle of Greater Arrowheads	0	37	0	482
Bloodseeker Oil	Bundle of Fire Arrowheads	Bundle of Greater Fire Arrowheads	0	37	0	483
Bloodseeker Oil	Bundle of Acid Arrowheads	Bundle of Greater Acid Arrowheads	0	37	0	484
Bloodseeker Oil	Bundle of Frost Arrowheads	Bundle of Greater Frost Arrowheads	0	37	0	485
Bloodseeker Oil	Bundle of Lightning Arrowheads	Bundle of Greater Lightning Arrowheads	0	37	0	486
Eye Dropper	Concentrated Health Infusion	Health Infusion	0	38	0	487
Eye Dropper	Concentrated Mana Infusion	Mana Infusion	0	38	0	488
Eye Dropper	Concentrated Victual Infusion	Victual Infusion	0	38	0	489
Alembic	Quicksilver	Bloodseeker Infusion	0	38	0	490
Alembic	Stibnite	Bloodhunter Infusion	0	38	0	491
Alembic	Cobalt	Lightning Infusion	0	38	0	492
Alembic	Turpeth	Fire Infusion	0	38	0	493
Alembic	Colcothar	Frost Infusion	0	38	0	494
Alembic	Brimstone	Acid Infusion	0	38	0	495
Alembic	Vitriol Pea	Concentrated Health Infusion	0	38	0	496
Alembic	Gypsum Pea	Concentrated Mana Infusion	0	38	0	497
Alembic	Realgar Pea	Concentrated Victual Infusion	0	38	0	498
Alembic	Quicksilver Pea	Concentrated Bloodseeker Infusion	0	38	0	499
Alembic	Stibnite Pea	Concentrated Bloodhunter Infusion	0	38	0	500
Alembic	Turpeth Pea	Concentrated Fire Infusion	0	38	0	501
Alembic	Colcothar Pea	Concentrated Frost Infusion	0	38	0	502
Alembic	Brimstone Pea	Concentrated Acid Infusion	0	38	0	503
Alembic	Cobalt Pea	Concentrated Lightning Infusion	0	38	0	504
Crucible	Stibnite	Crucible with Stibnite Potion	0	38	0	505
Crucible with Stibnite Potion	Frankincense	Stibnite and Frankincense Crucible	0	38	0	506
Aqua Vitae	Stibnite and Frankincense Crucible	Treated Stibnite and Frankincense Crucible	0	38	0	507
Crucible	Quicksilver	Crucible with Quicksilver Potion	0	38	0	508
Crucible with Quicksilver Potion	Frankincense	Quicksilver and Frankincense Crucible	0	38	0	509
Aqua Vitae	Quicksilver and Frankincense Crucible	Treated Quicksilver and Frankincense Crucible	0	38	0	510
Crucible	Verdigris	Crucible with Verdigris Potion	0	38	0	511
Crucible with Verdigris Potion	Frankincense	Verdigris and Frankincense Crucible	0	38	0	512
Aqua Vitae	Verdigris and Frankincense Crucible	Treated Verdigris and Frankincense Crucible	0	38	0	513
Crucible	Cadmia	Crucible with Cadmia Potion	0	38	0	514
Crucible with Cadmia Potion	Frankincense	Cadmia and Frankincense Crucible	0	38	0	515
Aqua Vitae	Cadmia and Frankincense Crucible	Treated Cadmia and Frankincense Crucible	0	38	0	516
Crucible	Brimstone	Crucible with Brimstone Potion	0	38	0	517
Crucible with Brimstone Potion	Frankincense	Brimstone and Frankincense Crucible	0	38	0	518
Aqua Vitae	Brimstone and Frankincense Crucible	Treated Brimstone and Frankincense Crucible	0	38	0	519
Crucible	Colcothar	Crucible with Colcothar Potion	0	38	0	520
Crucible with Colcothar Potion	Frankincense	Colcothar and Frankincense Crucible	0	38	0	521
Aqua Vitae	Colcothar and Frankincense Crucible	Treated Colcothar and Frankincense Crucible	0	38	0	522
Crucible	Turpeth	Crucible with Turpeth Potion	0	38	0	523
Crucible with Turpeth Potion	Frankincense	Turpeth and Frankincense Crucible	0	38	0	524
Aqua Vitae	Turpeth and Frankincense Crucible	Treated Turpeth and Frankincense Crucible	0	38	0	525
Crucible	Cobalt	Crucible with Cobalt Potion	0	38	0	526
Crucible with Cobalt Potion	Frankincense	Cobalt and Frankincense Crucible	0	38	0	527
Aqua Vitae	Cobalt and Frankincense Crucible	Treated Cobalt and Frankincense Crucible	0	38	0	528
Crucible	Vitriol	Crucible with Vitriol Potion	0	38	0	529
Crucible with Vitriol Potion	Frankincense	Vitriol and Frankincense Crucible	0	38	0	530
Aqua Vitae	Vitriol and Frankincense Crucible	Treated Vitriol and Frankincense Crucible	0	38	0	531
Crucible	Cinnabar	Crucible with Cinnabar Potion	0	38	0	532
Crucible with Cinnabar Potion	Frankincense	Cinnabar and Frankincense Crucible	0	38	0	533
Aqua Vitae	Cinnabar and Frankincense Crucible	Treated Cinnabar and Frankincense Crucible	0	38	0	534
Crucible	Gypsum	Crucible with Gypsum Potion	0	38	0	535
Crucible with Gypsum Potion	Frankincense	Gypsum and Frankincense Crucible	0	38	0	536
Aqua Vitae	Gypsum and Frankincense Crucible	Treated Gypsum and Frankincense Crucible	0	38	0	537
Ground Chorizite	Vitriol	Chorizite	0	0	0	538
Alembic	Chorizite	Chorizite Oil	0	0	0	539
Chorizite Oil	Chorizite Oil	Strong Chorizite Oil	0	0	0	540
Chorizite Oil	Strong Chorizite Oil	Concentrated Chorizite Oil	0	0	0	541
Chorizite Oil	Concentrated Chorizite Oil	Condensed Chorizite Oil	0	0	0	542
Cocoa Mixture	Milk	Milky Cocoa Mixture	0	39	0	543
Mortar and Pestle	Cinnamon Bark	Cinnamon	0	0	0	544
Heavy Grinder	Ginger	Ground Ginger	0	0	0	545
Mortar and Pestle	Hot Pepper	Hot Sauce	0	0	0	546
Heavy Grinder	Nutmeg	Ground Nutmeg	0	0	0	547
Flour	Water	Dough	0	0	0	548
Carving Knife	Fish	Fish Filet	0	39	0	549
Carving Knife	Brimstone-cap Mushroom	Stemless Mushroom	0	39	0	550
Rennet	Milk	Cheese	0	39	0	551
Stemless Mushroom	Cheese	Cheese Filled Mushroom	0	39	0	552
Dough	Egg	Batter	0	39	0	553
Baking Pan	Brown Beans	Roasted Beans	0	39	0	554
Heavy Grinder	Roasted Beans	Chocolate Liquor	0	39	0	555
Metal Press	Chocolate Liquor	Cocoa Powder	0	39	0	556
Cocoa Powder	Milk	Bitter Milk	0	39	0	557
Heavy Grinder	Magic Iceball	Crushed Ice	0	39	0	558
Ground Nutmeg	Milk	Spiced Milk	0	39	0	559
Cooking Pot	Milk	Hot Milk	0	39	0	560
Hot Milk	Honey	Sweetened Hot Milk	0	39	0	561
Cocoa Powder	Coffee	Mocha Base	0	39	0	562
Whittling Knife	Strange Stick	Cinnamon Bark	0	39	0	563
Carving Knife	Bread	Slice of Bread	0	39	0	564
Carving Knife	Side of Beef	Steak	0	39	0	565
Heavy Grinder	Steak	Ground Meat	0	39	0	566
Heavy Grinder	Rabbit Piece	Ground Rabbit	0	39	0	567
Batter	Flour	Cake Batter	0	39	0	568
Cake Batter	Carrot	Carrot Cake Batter	0	39	0	569
Cake Batter	Cocoa Powder	Chocolate Cake Batter	0	39	0	570
Dough	Honey	Cookie Dough	0	39	0	571
Cocoa Powder	Cookie Dough	Chocolate Cookie Dough	0	39	0	572
Chocolate Liquor	Cocoa Powder	Cocoa Mixture	0	39	0	573
Cinnamon	Mocha	Rich Mocha	0	39	0	574
Cinnamon	Brown Lump	Spiced Lump	0	39	0	575
Flour	Spiced Lump	Spiced Lumpy Flour	0	39	0	576
Spiced Lumpy Flour	Egg	Rich Lumpy Flour	0	39	0	577
Rich Lumpy Flour	Red Wine	Fruitcake Batter	0	39	0	578
Ground Ginger	Dough	Ginger Dough	0	39	0	579
Frozen Cream	Green Tea	Frozen Green Tea	0	39	0	580
Magic Iceball	Milk	Frozen Cream	0	39	0	581
Peppermint Stick	Chocolate Cookie Dough	Peppermint Chocolate Cookie Dough	0	39	0	582
Peppermint Stick	Cookie Dough	Peppermint Cookie Dough	0	39	0	583
Baking Pan	Pumpkin	Cooked Pumpkin	0	39	0	584
Cooked Pumpkin	Milk	Liquid Pumpkin	0	39	0	585
Liquid Pumpkin	Honey	Sweetened Pumpkin	0	39	0	586
Sweetened Pumpkin	Cinnamon	Spiced Pumpkin	0	39	0	587
Spiced Pumpkin	Egg	Pumpkin Pie Filling	0	39	0	588
Cinnamon	Apple	Spiced Apple Filling	0	39	0	589
Carving Knife	Chicken	Chicken Pieces	0	39	0	590
Carving Knife	Rabbit Carcass	Rabbit Pieces	0	39	0	591
Noodle Cutter	Dough	Raw Noodles	0	39	0	592
Dough	Olthoi Egg	Olthoi Batter	0	39	0	593
Flour	Olthoi Batter	Olthoi Cake Batter	0	39	0	594
Olthoi Cake Batter	Carrot	Olthoi Carrot Cake Batter	0	39	0	595
Olthoi Cake Batter	Chocolate Powder	Olthoi Chocolate Cake Batter	0	39	0	596
Spiced Pumpkin Filling	Olthoi Egg	Olthoi Pumpkin Pie Filling	0	39	0	597
Cooking Pot	Carrot	Carrot Stock	0	39	0	598
Carrot Stock	Milk	Rich Carrot Stock	0	39	0	599
Mortar and Pestle	Uncooked Rice	Rice Flour	0	39	0	600
Rice Flour	Water	Rice Dough	0	39	0	601
Carving Knife	Carrot Cake	Cubed Carrot Cake	0	39	0	602
Noodle Cutter	Batter	Raw Egg Noodles	0	39	0	603
Baking Pan	Plain Barley	Roasted Barley	0	39	0	604
Brew Kettle	Water	Full Brew Kettle	0	39	0	605
Roasted Barley	Full Brew Kettle	Dark Wort	0	39	0	606
Ultra Green Hops	Dark Wort	Aromatic Dark Wort	0	39	0	607
Dried Yeast	Aromatic Dark Wort	Glorious Dark Brew	0	39	0	608
Amber Barley	Full Brew Kettle	Amber Wort	0	39	0	609
Ultra Green Hops	Amber Wort	Aromatic Amber Wort	0	39	0	610
Dried Yeast	Aromatic Amber Wort	Glorious Amber Brew	0	39	0	611
Plain Barley	Full Brew Kettle	Sweet Wort	0	39	0	612
Ultra Green Hops	Sweet Wort	Aromatic Finished Wort	0	39	0	613
Dried Yeast	Aromatic Finished Wort	Glorious Fermented Brew	0	39	0	614
Moarsmuck	Glorious Dark Brew	Apothecary Zongo's Stout Brew	0	39	0	615
Moarsmuck	Glorious Amber Brew	Hunter's Stock Amber Brew	0	39	0	616
Moarsmuck	Glorious Fermented Brew	Duke Raoul's Distillation Brew	0	39	0	617
Tusker Spit	Glorious Dark Brew	Bobo's Stout Brew	0	39	0	618
Tusker Spit	Glorious Amber Brew	Amber Ape Brew	0	39	0	619
Tusker Spit	Glorious Fermented Brew	Tusker Spit Brew	0	39	0	620
Wrapped Bundle of Raider Lightning Arrowheads	Wrapped Bundle of Arrowshafts	Raider Lightning Arrow	250	37	0	621
Wrapped Bundle of Raider Lightning Arrowheads	Wrapped Bundle of Quarrelshafts	Raider Lightning Bolt	250	37	0	622
Wrapped Bundle of Raider Lightning Arrowheads	Wrapped Bundle of Atlatl Dartshafts	Raider Lightning Atlatl Dart	250	37	0	623
Wrapped Bundle of Arrowheads	Wrapped Bundle of Arrowshafts	Arrow	250	37	0	624
Wrapped Bundle of Arrowheads	Wrapped Bundle of Atlatl Dartshafts	Atlatl Dart	250	37	0	625
Wrapped Bundle of Arrowheads	Wrapped Bundle of Quarrelshafts	Quarrel	250	37	0	626
Carving Knife	Cured Mushroom Stalk	Tiriun Stalk Jerky	10	39	100	627
Hot Sauce	Tiriun Mushroom Stalk	Cured Mushroom Stalk	1	39	100	628
Cooking Pot	Tiriun Mushroom Spores	Roasted Tiriun Spores	1	39	100	629
Mortar and Pestle	Roasted Tiriun Spores	Tiriun Spore Powder	10	39	100	630
Skewer	Tiriun Mushroom Cap	Roasted Tiriun Cap	1	39	100	631
Carving Knife	Roasted Tiriun Cap	Tiriun Cap Wafer	10	39	100	632
Splitting Tool	Lead Pea	Lead Scarab	20	33	0	633
Splitting Tool	Iron Pea	Iron Scarab	20	33	0	634
Splitting Tool	Copper Pea	Copper Scarab	20	33	0	635
Splitting Tool	Silver Pea	Silver Scarab	20	33	0	636
Splitting Tool	Gold Pea	Gold Scarab	20	33	0	637
Splitting Tool	Pyreal Pea	Pyreal Scarab	20	33	0	638
Splitting Tool	Amaranth Pea	Amaranth	50	33	0	639
Splitting Tool	Bistort Pea	Bistort	50	33	0	640
Splitting Tool	Comfrey Pea	Comfrey	50	33	0	641
Splitting Tool	Damiana Pea	Damiana	50	33	0	642
